Edible?,Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
p,b,y,y,f,n,f,w,n,w,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
p,b,g,y,f,n,f,w,n,y,e,,s,s,y,y,p,y,o,e,w,,l,Lepiota lutea
e,f,s,w,t,a,f,c,n,n,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,f,w,t,l,f,c,n,w,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,s,w,t,l,f,c,n,w,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,f,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,f,w,t,a,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,x,f,w,t,a,f,c,n,n,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,x,f,w,t,a,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,f,s,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,s,w,t,a,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,f,w,t,l,f,c,n,n,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,s,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,f,w,t,l,f,c,n,w,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,f,f,w,t,a,f,c,n,n,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,f,s,w,t,a,f,c,n,w,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,x,s,w,t,a,f,c,n,w,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,s,w,t,a,f,c,n,n,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,s,w,t,a,f,c,n,n,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,f,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,x,f,w,t,l,f,c,n,w,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,f,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,f,s,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,x,s,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,x,f,w,t,a,f,c,n,p,t,b,s,s,w,w,p,w,o,p,n,c,d,Agaricus abruptibulbus
e,f,f,w,t,a,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,f,f,w,t,l,f,c,n,p,t,b,s,s,w,w,p,w,o,p,u,c,d,Agaricus abruptibulbus
e,k,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,d,Lepiota procera
e,f,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,f,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,x,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,d,Lepiota procera
e,k,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,x,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,k,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,p,Lepiota procera
e,k,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,p,Lepiota procera
e,f,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,k,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,d,Lepiota procera
e,k,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,b,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,k,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,x,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,d,Lepiota procera
e,x,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,b,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,x,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,p,Lepiota procera
e,f,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,p,Lepiota procera
e,f,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,y,d,Lepiota procera
e,x,y,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,p,Lepiota procera
e,f,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,p,Lepiota procera
e,x,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,p,Lepiota procera
e,b,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,b,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,s,d,Lepiota procera
e,f,f,w,f,n,f,c,b,w,e,,y,y,w,w,p,w,o,z,w,c,d,Lepiota procera
p,f,s,w,f,f,f,c,n,w,e,,k,k,p,p,p,w,o,e,w,s,d,Lepiota cristata
p,x,y,w,f,y,f,c,n,w,e,,k,k,w,w,p,w,o,e,w,s,l,Lepiota cristata
p,f,y,w,f,f,f,c,n,p,e,,s,s,w,p,p,w,o,e,w,s,g,Lepiota cristata
p,x,y,w,f,y,f,c,n,p,e,,s,s,w,p,p,w,o,e,w,s,p,Lepiota cristata
p,f,s,w,f,f,f,c,n,w,e,,k,s,w,w,p,w,o,e,w,s,l,Lepiota cristata
p,f,y,w,f,s,f,c,n,w,e,,k,s,p,w,p,w,o,e,w,s,p,Lepiota cristata
p,k,y,w,f,s,f,c,n,p,e,,s,s,p,p,p,w,o,e,w,s,p,Lepiota cristata
p,k,y,w,f,f,f,c,n,p,e,,k,s,w,p,p,w,o,e,w,s,d,Lepiota cristata
p,x,s,w,f,p,f,c,n,p,e,,k,k,w,w,p,w,o,e,w,s,l,Lepiota cristata
p,x,s,w,f,p,f,c,n,w,e,,k,s,p,p,p,w,o,e,w,s,p,Lepiota cristata
p,x,y,w,f,p,f,c,n,p,e,,s,s,p,p,p,w,o,e,w,s,l,Lepiota cristata
p,f,s,w,f,s,f,c,n,w,e,,s,s,p,w,p,w,o,e,w,s,l,Lepiota cristata
p,x,s,w,f,p,f,c,n,p,e,,k,s,p,p,p,w,o,e,w,s,l,Lepiota cristata
p,f,s,w,f,s,f,c,n,p,e,,k,k,w,w,p,w,o,e,w,s,p,Lepiota cristata
p,k,y,w,f,s,f,c,n,p,e,,k,k,w,p,p,w,o,e,w,s,p,Lepiota cristata
p,x,y,w,f,f,f,c,n,w,e,,k,k,p,w,p,w,o,e,w,s,l,Lepiota cristata
p,k,y,w,f,p,f,c,n,w,e,,s,s,w,p,p,w,o,e,w,s,l,Lepiota cristata
p,x,s,w,f,p,f,c,n,p,e,,k,k,w,w,p,w,o,e,w,s,d,Lepiota cristata
p,k,s,w,f,y,f,c,n,p,e,,k,s,p,p,p,w,o,e,w,s,d,Lepiota cristata
p,x,s,w,f,s,f,c,n,w,e,,s,k,p,w,p,w,o,e,w,s,p,Lepiota cristata
p,f,y,w,f,p,f,c,n,w,e,,s,s,w,w,p,w,o,e,w,s,d,Lepiota cristata
p,k,s,w,f,y,f,c,n,w,e,,k,k,w,p,p,w,o,e,w,s,p,Lepiota cristata
p,f,s,w,f,p,f,c,n,p,e,,s,s,p,w,p,w,o,e,w,s,d,Lepiota cristata
p,f,s,w,f,f,f,c,n,w,e,,k,k,w,w,p,w,o,e,w,s,p,Lepiota cristata
p,k,y,w,f,f,f,c,n,w,e,,s,s,w,p,p,w,o,e,w,s,l,Lepiota cristata
